person_relationship_id,person_relationship_sequence,person_id_1,relationship_type,person_id_2,relationship_category,reference_id,relationship_notes
Jerubbesheth_1:Abimelech_3:1582,1582,Jerubbesheth_1,father,Abimelech_3,logical,2SA 11:21,
Abimelech_3:Jerubbesheth_1:1583,1583,Abimelech_3,son,Jerubbesheth_1,explicit,2SA 11:21,
David_1:Bathsheba_1:1584,1584,David_1,husband,Bathsheba_1,logical,2SA 11:27,
Bathsheba_1:David_1:1585,1585,Bathsheba_1,wife,David_1,explicit,2SA 11:27,
Bathsheba_1:Solomon_1:1586,1586,Bathsheba_1,mother,Solomon_1,logical,2SA 12:24,
Solomon_1:Bathsheba_1:1587,1587,Solomon_1,son,Bathsheba_1,explicit,2SA 12:24,
David_1:Tamar_2:1588,1588,David_1,father,Tamar_2,logical,2SA 13:1,
Tamar_2:David_1:1589,1589,Tamar_2,daughter,David_1,logical,2SA 13:1,
Absalom_1:Tamar_2:1590,1590,Absalom_1,brother,Tamar_2,logical,2SA 13:1,
Tamar_2:Absalom_1:1591,1591,Tamar_2,sister,Absalom_1,explicit,2SA 13:1,
Shammah_2:Jonadab_1:1592,1592,Shammah_2,father,Jonadab_1,logical,2SA 13:3,
Jonadab_1:Shammah_2:1593,1593,Jonadab_1,son,Shammah_2,explicit,2SA 13:3,
Shammah_2:David_1:1594,1594,Shammah_2,brother,David_1,explicit,2SA 13:3,"2SA 13:3 calls Shammah ""Shimeah"""
David_1:Shammah_2:1595,1595,David_1,brother,Shammah_2,logical,2SA 13:3,"2SA 13:3 calls Shammah ""Shimeah"""
Amnon_1:Tamar_2:1596,1596,Amnon_1,raper,Tamar_2,explicit,2SA 13:14,
Tamar_2:Amnon_1:1597,1597,Tamar_2,victim,Amnon_1,logical,2SA 13:14,
Ammihud_4:Talmai_2:1598,1598,Ammihud_4,father,Talmai_2,logical,2SA 13:37,
Talmai_2:Ammihud_4:1599,1599,Talmai_2,son,Ammihud_4,explicit,2SA 13:37,
Absalom_1:Tamar_3:1600,1600,Absalom_1,father,Tamar_3,logical,2SA 14:27,
Tamar_3:Absalom_1:1601,1601,Tamar_3,daughter,Absalom_1,explicit,2SA 14:27,
Zadok_1:Ahimaaz_2:1602,1602,Zadok_1,father,Ahimaaz_2,logical,2SA 15:27,
Ahimaaz_2:Zadok_1:1603,1603,Ahimaaz_2,son,Zadok_1,explicit,2SA 15:27,
Abiathar_1:Jonathan_3:1604,1604,Abiathar_1,father,Jonathan_3,logical,2SA 15:27,
Jonathan_3:Abiathar_1:1605,1605,Jonathan_3,son,Abiathar_1,explicit,2SA 15:27,
Gera_3:Shimei_2:1606,1606,Gera_3,father,Shimei_2,logical,2SA 16:5,
Shimei_2:Gera_3:1607,1607,Shimei_2,son,Gera_3,explicit,2SA 16:5,
Ithra_1:Amasa_1:1608,1608,Ithra_1,father,Amasa_1,logical,2SA 17:25,"Jether was the father (1KI 2:5, 1KI 2:32, 1CH 2:17)"
Amasa_1:Ithra_1:1609,1609,Amasa_1,son,Ithra_1,explicit,2SA 17:25,"Jether was the father (1KI 2:5, 1KI 2:32, 1CH 2:17)"
Abigail_2:Amasa_1:1610,1610,Abigail_2,mother,Amasa_1,logical,2SA 17:25,
Amasa_1:Abigail_2:1611,1611,Amasa_1,son,Abigail_2,logical,2SA 17:25,
Abigail_2:Zeruiah_1:1612,1612,Abigail_2,sister,Zeruiah_1,explicit,2SA 17:25,
Zeruiah_1:Abigail_2:1613,1613,Zeruiah_1,sister,Abigail_2,logical,2SA 17:25,
Nahash_1:Abigail_2:1614,1614,Nahash_1,father,Abigail_2,logical,2SA 17:25,
Abigail_2:Nahash_1:1615,1615,Abigail_2,daughter,Nahash_1,explicit,2SA 17:25,
Amasa_1:Joab_1:1616,1616,Amasa_1,half-brother,Joab_1,logical,2SA 17:25,
Joab_1:Amasa_1:1617,1617,Joab_1,half-brother,Amasa_1,logical,2SA 17:25,
Nahash_1:Shobi_1:1618,1618,Nahash_1,father,Shobi_1,logical,2SA 17:27,
Shobi_1:Nahash_1:1619,1619,Shobi_1,son,Nahash_1,explicit,2SA 17:27,
Joab_1:Absalom_1:1620,1620,Joab_1,killer,Absalom_1,explicit,2SA 18:14,
Absalom_1:Joab_1:1621,1621,Absalom_1,killed by,Joab_1,logical,2SA 18:14,
Bichri_1:Sheba_4:1622,1622,Bichri_1,father,Sheba_4,logical,2SA 20:1,
Sheba_4:Bichri_1:1623,1623,Sheba_4,son,Bichri_1,explicit,2SA 20:1,
Joab_1:Amasa_1:1624,1624,Joab_1,killer,Amasa_1,explicit,2SA 20:10,
Amasa_1:Joab_1:1625,1625,Amasa_1,killed by,Joab_1,logical,2SA 20:10,
Saul_1:Armoni_1:1626,1626,Saul_1,father,Armoni_1,logical,2SA 21:8,
Armoni_1:Saul_1:1627,1627,Armoni_1,son,Saul_1,explicit,2SA 21:8,
Rizpah_1:Armoni_1:1628,1628,Rizpah_1,mother,Armoni_1,logical,2SA 21:8,
Armoni_1:Rizpah_1:1629,1629,Armoni_1,son,Rizpah_1,explicit,2SA 21:8,
Saul_1:Mephibosheth_2:1630,1630,Saul_1,father,Mephibosheth_2,logical,2SA 21:8,
Mephibosheth_2:Saul_1:1631,1631,Mephibosheth_2,son,Saul_1,explicit,2SA 21:8,
Rizpah_1:Mephibosheth_2:1632,1632,Rizpah_1,mother,Mephibosheth_2,logical,2SA 21:8,
Mephibosheth_2:Rizpah_1:1633,1633,Mephibosheth_2,son,Rizpah_1,explicit,2SA 21:8,
Raphah_1:Ishbi-benob_1:1634,1634,Raphah_1,father,Ishbi-benob_1,logical,2SA 21:16,
Ishbi-benob_1:Raphah_1:1635,1635,Ishbi-benob_1,son,Raphah_1,explicit,2SA 21:16,
Raphah_1:Saph_1:1636,1636,Raphah_1,ancestor,Saph_1,logical,2SA 21:18,
Saph_1:Raphah_1:1637,1637,Saph_1,descendant,Raphah_1,explicit,2SA 21:18,
Jaare-oregim_1:Elhanan_1:1638,1638,Jaare-oregim_1,father,Elhanan_1,logical,2SA 21:19,
Elhanan_1:Jaare-oregim_1:1639,1639,Elhanan_1,son,Jaare-oregim_1,explicit,2SA 21:19,
Shammah_2:Jonathan_4:1640,1640,Shammah_2,father,Jonathan_4,logical,2SA 21:21,
Jonathan_4:Shammah_2:1641,1641,Jonathan_4,son,Shammah_2,explicit,2SA 21:21,
Dodo_2:Eleazar_3:1642,1642,Dodo_2,father,Eleazar_3,logical,2SA 23:9,
Eleazar_3:Dodo_2:1643,1643,Eleazar_3,son,Dodo_2,explicit,2SA 23:9,
Agee_1:Shammah_3:1644,1644,Agee_1,father,Shammah_3,logical,2SA 23:11,
Shammah_3:Agee_1:1645,1645,Shammah_3,son,Agee_1,explicit,2SA 23:11,
Ikkesh_1:Ira_2:1646,1646,Ikkesh_1,father,Ira_2,logical,2SA 23:26,
Ira_2:Ikkesh_1:1647,1647,Ira_2,son,Ikkesh_1,explicit,2SA 23:26,
Baanah_2:Heleb_1:1648,1648,Baanah_2,father,Heleb_1,logical,2SA 23:29,
Heleb_1:Baanah_2:1649,1649,Heleb_1,son,Baanah_2,explicit,2SA 23:29,
Ribai_1:Ittai_1:1650,1650,Ribai_1,father,Ittai_1,logical,2SA 23:29,
Ittai_1:Ribai_1:1651,1651,Ittai_1,son,Ribai_1,explicit,2SA 23:29,
Benjamin_1:Ribai_1:1652,1652,Benjamin_1,ancestor,Ribai_1,logical,2SA 23:29,
Ribai_1:Benjamin_1:1653,1653,Ribai_1,descendant,Benjamin_1,explicit,2SA 23:29,
Eliahba_1:Jashen_1:1654,1654,Eliahba_1,father,Jashen_1,logical,2SA 23:32,
Jashen_1:Eliahba_1:1655,1655,Jashen_1,son,Eliahba_1,explicit,2SA 23:32,
Eliahba_1:Jonathan_5:1656,1656,Eliahba_1,father,Jonathan_5,logical,2SA 23:32,
Jonathan_5:Eliahba_1:1657,1657,Jonathan_5,son,Eliahba_1,explicit,2SA 23:32,
Sharar_1:Ahiam_1:1658,1658,Sharar_1,father,Ahiam_1,logical,2SA 23:33,
Ahiam_1:Sharar_1:1659,1659,Ahiam_1,son,Sharar_1,explicit,2SA 23:33,
Ahasbai_1:Eliphelet_2:1660,1660,Ahasbai_1,father,Eliphelet_2,logical,2SA 23:34,
Eliphelet_2:Ahasbai_1:1661,1661,Eliphelet_2,son,Ahasbai_1,explicit,2SA 23:34,
Ahithophel_1:Eliam_2:1662,1662,Ahithophel_1,father,Eliam_2,logical,2SA 23:34,
Eliam_2:Ahithophel_1:1663,1663,Eliam_2,son,Ahithophel_1,explicit,2SA 23:34,
Nathan_3:Igal_2:1664,1664,Nathan_3,father,Igal_2,logical,2SA 23:36,
Igal_2:Nathan_3:1665,1665,Igal_2,son,Nathan_3,explicit,2SA 23:36,
Benaiah_1:Adonijah_1:1666,1666,Benaiah_1,killer,Adonijah_1,explicit,1KI 2:25,
Adonijah_1:Benaiah_1:1667,1667,Adonijah_1,killed by,Benaiah_1,logical,1KI 2:25,
Benaiah_1:Joab_1:1668,1668,Benaiah_1,killer,Joab_1,explicit,1KI 2:34,
Joab_1:Benaiah_1:1669,1669,Joab_1,killed by,Benaiah_1,logical,1KI 2:34,
Benaiah_1:Shimei_2:1670,1670,Benaiah_1,killer,Shimei_2,explicit,1KI 2:46,
Shimei_2:Benaiah_1:1671,1671,Shimei_2,killed by,Benaiah_1,logical,1KI 2:46,
Zadok_1:Azariah_1:1672,1672,Zadok_1,father,Azariah_1,logical,1KI 4:2,
Azariah_1:Zadok_1:1673,1673,Azariah_1,son,Zadok_1,explicit,1KI 4:2,
Shisha_1:Elihoreph_1:1674,1674,Shisha_1,father,Elihoreph_1,logical,1KI 4:3,
Elihoreph_1:Shisha_1:1675,1675,Elihoreph_1,son,Shisha_1,explicit,1KI 4:3,
Shisha_1:Ahijah_2:1676,1676,Shisha_1,father,Ahijah_2,logical,1KI 4:3,
Ahijah_2:Shisha_1:1677,1677,Ahijah_2,son,Shisha_1,explicit,1KI 4:3,
Nathan_4:Azariah_2:1678,1678,Nathan_4,father,Azariah_2,logical,1KI 4:5,
Azariah_2:Nathan_4:1679,1679,Azariah_2,son,Nathan_4,explicit,1KI 4:5,
Nathan_5:Zabud_1:1680,1680,Nathan_5,father,Zabud_1,logical,1KI 4:5,
Zabud_1:Nathan_5:1681,1681,Zabud_1,son,Nathan_5,explicit,1KI 4:5,
Abda_1:Adoniram_1:1682,1682,Abda_1,father,Adoniram_1,logical,1KI 4:6,
Adoniram_1:Abda_1:1683,1683,Adoniram_1,son,Abda_1,explicit,1KI 4:6,
Solomon_1:Taphath_1:1684,1684,Solomon_1,father,Taphath_1,logical,1KI 4:11,
Taphath_1:Solomon_1:1685,1685,Taphath_1,daughter,Solomon_1,explicit,1KI 4:11,
Ben-abinadab_1:Taphath_1:1686,1686,Ben-abinadab_1,husband,Taphath_1,logical,1KI 4:11,
Taphath_1:Ben-abinadab_1:1687,1687,Taphath_1,wife,Ben-abinadab_1,explicit,1KI 4:11,
Ahilud_2:Baana_1:1688,1688,Ahilud_2,father,Baana_1,logical,1KI 4:12,
Baana_1:Ahilud_2:1689,1689,Baana_1,son,Ahilud_2,explicit,1KI 4:12,
Iddo_1:Ahinadab_1:1690,1690,Iddo_1,father,Ahinadab_1,logical,1KI 4:14,
Ahinadab_1:Iddo_1:1691,1691,Ahinadab_1,son,Iddo_1,explicit,1KI 4:14,
Ahimaaz_3:Basemath_2:1692,1692,Ahimaaz_3,husband,Basemath_2,explicit,1KI 4:15,
Basemath_2:Ahimaaz_3:1693,1693,Basemath_2,wife,Ahimaaz_3,logical,1KI 4:15,
Solomon_1:Basemath_2:1694,1694,Solomon_1,father,Basemath_2,logical,1KI 4:15,
Basemath_2:Solomon_1:1695,1695,Basemath_2,daughter,Solomon_1,explicit,1KI 4:15,
Hushai_2:Baana_2:1696,1696,Hushai_2,father,Baana_2,logical,1KI 4:16,
Baana_2:Hushai_2:1697,1697,Baana_2,son,Hushai_2,explicit,1KI 4:16,
Paruah_1:Jehoshaphat_2:1698,1698,Paruah_1,father,Jehoshaphat_2,logical,1KI 4:17,
Jehoshaphat_2:Paruah_1:1699,1699,Jehoshaphat_2,son,Paruah_1,explicit,1KI 4:17,
Ela_1:Shimei_4:1700,1700,Ela_1,father,Shimei_4,logical,1KI 4:18,
Shimei_4:Ela_1:1701,1701,Shimei_4,son,Ela_1,explicit,1KI 4:18,
Uri_2:Geber_1:1702,1702,Uri_2,father,Geber_1,logical,1KI 4:19,
Geber_1:Uri_2:1703,1703,Geber_1,son,Uri_2,explicit,1KI 4:19,
Mahol_1:Heman_1:1704,1704,Mahol_1,father,Heman_1,logical,1KI 4:31,
Heman_1:Mahol_1:1705,1705,Heman_1,son,Mahol_1,explicit,1KI 4:31,
Mahol_1:Calcol_1:1706,1706,Mahol_1,father,Calcol_1,logical,1KI 4:31,
Calcol_1:Mahol_1:1707,1707,Calcol_1,son,Mahol_1,explicit,1KI 4:31,
Mahol_1:Darda_1:1708,1708,Mahol_1,father,Darda_1,logical,1KI 4:31,
Darda_1:Mahol_1:1709,1709,Darda_1,son,Mahol_1,explicit,1KI 4:31,
Naphtali_1:Hiram_2:1710,1710,Naphtali_1,ancestor,Hiram_2,logical,1KI 7:14,
Hiram_2:Naphtali_1:1711,1711,Hiram_2,descendant,Naphtali_1,explicit,1KI 7:14,
Pharaoh_4:Tahpenes_1:1712,1712,Pharaoh_4,husband,Tahpenes_1,logical,1KI 11:19,
Tahpenes_1:Pharaoh_4:1713,1713,Tahpenes_1,wife,Pharaoh_4,explicit,1KI 11:19,
Hadad_3:Genubath_1:1714,1714,Hadad_3,father,Genubath_1,logical,1KI 11:20,
Genubath_1:Hadad_3:1715,1715,Genubath_1,son,Hadad_3,explicit,1KI 11:20,
Nebat_1:Jeroboam_1:1716,1716,Nebat_1,father,Jeroboam_1,logical,1KI 11:26,
Jeroboam_1:Nebat_1:1717,1717,Jeroboam_1,son,Nebat_1,explicit,1KI 11:26,
Zeruah_1:Jeroboam_1:1718,1718,Zeruah_1,mother,Jeroboam_1,logical,1KI 11:26,
Jeroboam_1:Zeruah_1:1719,1719,Jeroboam_1,son,Zeruah_1,explicit,1KI 11:26,
Ephraim_1:Nebat_1:1720,1720,Ephraim_1,ancestor,Nebat_1,logical,1KI 11:26,
Nebat_1:Ephraim_1:1721,1721,Nebat_1,descendant,Ephraim_1,explicit,1KI 11:26,
Solomon_1:Rehoboam_1:1722,1722,Solomon_1,father,Rehoboam_1,logical,1KI 11:43,
Rehoboam_1:Solomon_1:1723,1723,Rehoboam_1,son,Solomon_1,explicit,1KI 11:43,
David_1:Josiah_1:1724,1724,David_1,ancestor,Josiah_1,logical,1KI 13:2,
Josiah_1:David_1:1725,1725,Josiah_1,descendant,David_1,explicit,1KI 13:2,
Jeroboam_1:Abijah_2:1726,1726,Jeroboam_1,father,Abijah_2,logical,1KI 14:1,
Abijah_2:Jeroboam_1:1727,1727,Abijah_2,son,Jeroboam_1,explicit,1KI 14:1,
Jeroboam_1:Nadab_2:1728,1728,Jeroboam_1,father,Nadab_2,logical,1KI 14:20,
Nadab_2:Jeroboam_1:1729,1729,Nadab_2,son,Jeroboam_1,explicit,1KI 14:20,
Naamah_2:Rehoboam_1:1730,1730,Naamah_2,mother,Rehoboam_1,explicit,"1KI 14:21, 1KI 14:31",
Rehoboam_1:Naamah_2:1731,1731,Rehoboam_1,son,Naamah_2,logical,"1KI 14:21, 1KI 14:31",
Rehoboam_1:Abijam_1:1732,1732,Rehoboam_1,father,Abijam_1,logical,1KI 14:31,
Abijam_1:Rehoboam_1:1733,1733,Abijam_1,son,Rehoboam_1,explicit,1KI 14:31,
Maacah_3:Abijam_1:1734,1734,Maacah_3,mother,Abijam_1,explicit,1KI 15:2,
Abijam_1:Maacah_3:1735,1735,Abijam_1,son,Maacah_3,logical,1KI 15:2,
Abishalom_1:Maacah_3:1736,1736,Abishalom_1,father,Maacah_3,logical,1KI 15:2,
Maacah_3:Abishalom_1:1737,1737,Maacah_3,daughter,Abishalom_1,explicit,1KI 15:2,
Abijam_1:Asa_1:1738,1738,Abijam_1,father,Asa_1,logical,1KI 15:8,
Asa_1:Abijam_1:1739,1739,Asa_1,son,Abijam_1,explicit,1KI 15:8,
Maacah_3:Asa_1:1740,1740,Maacah_3,mother,Asa_1,explicit,1KI 15:10,
Asa_1:Maacah_3:1741,1741,Asa_1,son,Maacah_3,logical,1KI 15:10,
Tabrimmon_1:Ben-hadad_1:1742,1742,Tabrimmon_1,father,Ben-hadad_1,logical,1KI 15:18,
Ben-hadad_1:Tabrimmon_1:1743,1743,Ben-hadad_1,son,Tabrimmon_1,explicit,1KI 15:18,
Hezion_1:Tabrimmon_1:1744,1744,Hezion_1,father,Tabrimmon_1,logical,1KI 15:18,
Tabrimmon_1:Hezion_1:1745,1745,Tabrimmon_1,son,Hezion_1,explicit,1KI 15:18,
Asa_1:Jehoshaphat_3:1746,1746,Asa_1,father,Jehoshaphat_3,logical,1KI 15:24,
Jehoshaphat_3:Asa_1:1747,1747,Jehoshaphat_3,son,Asa_1,explicit,1KI 15:24,
Ahijah_2:Baasha_1:1748,1748,Ahijah_2,father,Baasha_1,logical,1KI 15:27,
Baasha_1:Ahijah_2:1749,1749,Baasha_1,son,Ahijah_2,explicit,1KI 15:27,
Issachar_1:Ahijah_2:1750,1750,Issachar_1,ancestor,Ahijah_2,logical,1KI 15:27,
Ahijah_2:Issachar_1:1751,1751,Ahijah_2,descendant,Issachar_1,explicit,1KI 15:27,
Baasha_1:Nadab_2:1752,1752,Baasha_1,killer,Nadab_2,explicit,1KI 15:27,
Nadab_2:Baasha_1:1753,1753,Nadab_2,victim,Baasha_1,logical,1KI 15:27,
Hanani_1:Jehu_1:1754,1754,Hanani_1,father,Jehu_1,logical,1KI 16:1,
Jehu_1:Hanani_1:1755,1755,Jehu_1,son,Hanani_1,explicit,1KI 16:1,
Baasha_1:Elah_2:1756,1756,Baasha_1,father,Elah_2,logical,1KI 16:8,
Elah_2:Baasha_1:1757,1757,Elah_2,son,Baasha_1,explicit,1KI 16:8,
Zimri_2:Elah_2:1758,1758,Zimri_2,killer,Elah_2,explicit,1KI 16:9,
Elah_2:Zimri_2:1759,1759,Elah_2,victim,Zimri_2,logical,1KI 16:9,
Ginath_1:Tibni_1:1760,1760,Ginath_1,father,Tibni_1,logical,1KI 16:21,
Tibni_1:Ginath_1:1761,1761,Tibni_1,son,Ginath_1,explicit,1KI 16:21,
Omri_1:Ahab_1:1762,1762,Omri_1,father,Ahab_1,logical,1KI 16:28,
Ahab_1:Omri_1:1763,1763,Ahab_1,son,Omri_1,explicit,1KI 16:28,
Ahab_1:Jezebel_1:1764,1764,Ahab_1,husband,Jezebel_1,explicit,1KI 16:31,
Jezebel_1:Ahab_1:1765,1765,Jezebel_1,wife,Ahab_1,logical,1KI 16:31,
Ethbaal_1:Jezebel_1:1766,1766,Ethbaal_1,father,Jezebel_1,logical,1KI 16:31,
Jezebel_1:Ethbaal_1:1767,1767,Jezebel_1,daughter,Ethbaal_1,explicit,1KI 16:31,
Hiel_1:Abiram_2:1768,1768,Hiel_1,father,Abiram_2,logical,1KI 16:34,
Abiram_2:Hiel_1:1769,1769,Abiram_2,son,Hiel_1,explicit,1KI 16:34,
Hiel_1:Segub_1:1770,1770,Hiel_1,father,Segub_1,logical,1KI 16:34,
Segub_1:Hiel_1:1771,1771,Segub_1,son,Hiel_1,explicit,1KI 16:34,
Nimshi_1:Jehu_2:1772,1772,Nimshi_1,grandfather,Jehu_2,logical,1KI 19:16,
Jehu_2:Nimshi_1:1773,1773,Jehu_2,grandson,Nimshi_1,explicit,1KI 19:16,
Shaphat_2:Elisha_1:1774,1774,Shaphat_2,father,Elisha_1,logical,1KI 19:16,
Elisha_1:Shaphat_2:1775,1775,Elisha_1,son,Shaphat_2,explicit,1KI 19:16,
Imlah_1:Micaiah_1:1776,1776,Imlah_1,father,Micaiah_1,logical,1KI 22:8,
Micaiah_1:Imlah_1:1777,1777,Micaiah_1,son,Imlah_1,explicit,1KI 22:8,
Chenaanah_1:Zedekiah_1:1778,1778,Chenaanah_1,father,Zedekiah_1,logical,1KI 22:11,
Zedekiah_1:Chenaanah_1:1779,1779,Zedekiah_1,son,Chenaanah_1,explicit,1KI 22:11,
Ahab_1:Joash_2:1780,1780,Ahab_1,father,Joash_2,logical,1KI 22:26,
Joash_2:Ahab_1:1781,1781,Joash_2,son,Ahab_1,explicit,1KI 22:26,
Ahab_1:Ahaziah_1:1782,1782,Ahab_1,father,Ahaziah_1,logical,1KI 22:40,
Ahaziah_1:Ahab_1:1783,1783,Ahaziah_1,son,Ahab_1,explicit,1KI 22:40,
Azubah_1:Jehoshaphat_3:1784,1784,Azubah_1,mother,Jehoshaphat_3,explicit,1KI 22:42,
Jehoshaphat_3:Azubah_1:1785,1785,Jehoshaphat_3,son,Azubah_1,logical,1KI 22:42,
Shilhi_1:Azubah_1:1786,1786,Shilhi_1,father,Azubah_1,logical,1KI 22:42,
Azubah_1:Shilhi_1:1787,1787,Azubah_1,daughter,Shilhi_1,explicit,1KI 22:42,
Jehoshaphat_3:Jehoram_1:1788,1788,Jehoshaphat_3,father,Jehoram_1,logical,1KI 22:50,
Jehoram_1:Jehoshaphat_3:1789,1789,Jehoram_1,son,Jehoshaphat_3,explicit,1KI 22:50,
Ahab_1:Jehoram_2:1790,1790,Ahab_1,father,Jehoram_2,logical,2KI 3:1,
Jehoram_2:Ahab_1:1791,1791,Jehoram_2,son,Ahab_1,explicit,2KI 3:1,
Elisha_1:Gehazi_1:1792,1792,Elisha_1,master,Gehazi_1,logical,2KI 4:12,
Gehazi_1:Elisha_1:1793,1793,Gehazi_1,servant,Elisha_1,explicit,2KI 4:12,
Ben-hadad_1:Naaman_3:1794,1794,Ben-hadad_1,king,Naaman_3,logical,2KI 5:1,
Naaman_3:Ben-hadad_1:1795,1795,Naaman_3,army captain,Ben-hadad_1,explicit,2KI 5:1,
Jehoram_1:Ahaziah_2:1796,1796,Jehoram_1,father,Ahaziah_2,logical,2KI 8:25,
Ahaziah_2:Jehoram_1:1797,1797,Ahaziah_2,son,Jehoram_1,explicit,2KI 8:25,
Jehoram_1:Athaliah_1:1798,1798,Jehoram_1,husband,Athaliah_1,logical,"2KI 8:18, 2KI 8:26",
Athaliah_1:Jehoram_1:1799,1799,Athaliah_1,wife,Jehoram_1,logical,"2KI 8:18, 2KI 8:26",
Athaliah_1:Ahaziah_2:1800,1800,Athaliah_1,mother,Ahaziah_2,explicit,2KI 8:26,
Ahaziah_2:Athaliah_1:1801,1801,Ahaziah_2,son,Athaliah_1,logical,2KI 8:26,
Nimshi_1:Jehoshaphat_4:1802,1802,Nimshi_1,father,Jehoshaphat_4,logical,2KI 9:2,
Jehoshaphat_4:Nimshi_1:1803,1803,Jehoshaphat_4,son,Nimshi_1,explicit,2KI 9:2,
Jehoshaphat_4:Jehu_2:1804,1804,Jehoshaphat_4,father,Jehu_2,logical,2KI 9:2,
Jehu_2:Jehoshaphat_4:1805,1805,Jehu_2,son,Jehoshaphat_4,explicit,2KI 9:2,
Jehu_2:Bidkar_1:1806,1806,Jehu_2,king,Bidkar_1,logical,2KI 9:25,
Bidkar_1:Jehu_2:1807,1807,Bidkar_1,officer,Jehu_2,explicit,2KI 9:25,
Rechab_2:Jehonadab_1:1808,1808,Rechab_2,father,Jehonadab_1,logical,2KI 10:15,
Jehonadab_1:Rechab_2:1809,1809,Jehonadab_1,son,Rechab_2,explicit,2KI 10:15,
Jehu_2:Jehoahaz_1:1810,1810,Jehu_2,father,Jehoahaz_1,logical,2KI 10:35,
Jehoahaz_1:Jehu_2:1811,1811,Jehoahaz_1,son,Jehu_2,explicit,2KI 10:35,
Jehosheba_1:Joash_3:1812,1812,Jehosheba_1,aunt,Joash_3,logical,2KI 11:2,
Joash_3:Jehosheba_1:1813,1813,Joash_3,nephew,Jehosheba_1,logical,2KI 11:2,
Ahaziah_2:Jehosheba_1:1814,1814,Ahaziah_2,brother,Jehosheba_1,logical,2KI 11:2,
Jehosheba_1:Ahaziah_2:1815,1815,Jehosheba_1,sister,Ahaziah_2,explicit,2KI 11:2,
Jehoram_1:Jehosheba_1:1816,1816,Jehoram_1,father,Jehosheba_1,logical,2KI 11:2,
Jehosheba_1:Jehoram_1:1817,1817,Jehosheba_1,daughter,Jehoram_1,explicit,2KI 11:2,
Ahaziah_2:Joash_3:1818,1818,Ahaziah_2,father,Joash_3,logical,2KI 11:2,
Joash_3:Ahaziah_2:1819,1819,Joash_3,son,Ahaziah_2,explicit,2KI 11:2,
Zibiah_1:Joash_3:1820,1820,Zibiah_1,mother,Joash_3,explicit,2KI 12:1,
Joash_3:Zibiah_1:1821,1821,Joash_3,son,Zibiah_1,logical,2KI 12:1,
Shimeath_1:Jozacar_1:1822,1822,Shimeath_1,father,Jozacar_1,logical,2KI 12:21,
Jozacar_1:Shimeath_1:1823,1823,Jozacar_1,son,Shimeath_1,explicit,2KI 12:21,
Shomer_1:Jehozabad_1:1824,1824,Shomer_1,father,Jehozabad_1,logical,2KI 12:21,
Jehozabad_1:Shomer_1:1825,1825,Jehozabad_1,son,Shomer_1,explicit,2KI 12:21,
Joash_3:Jozacar_1:1826,1826,Joash_3,master,Jozacar_1,logical,2KI 12:21,
Jozacar_1:Joash_3:1827,1827,Jozacar_1,servant,Joash_3,explicit,2KI 12:21,
Joash_3:Jehozabad_1:1828,1828,Joash_3,master,Jehozabad_1,logical,2KI 12:21,
Jehozabad_1:Joash_3:1829,1829,Jehozabad_1,servant,Joash_3,explicit,2KI 12:21,
Joash_3:Jozacar_1:1830,1830,Joash_3,killed by,Jozacar_1,logical,2KI 12:21,
Jozacar_1:Joash_3:1831,1831,Jozacar_1,killer,Joash_3,explicit,2KI 12:21,
Joash_3:Jehozabad_1:1832,1832,Joash_3,killed by,Jehozabad_1,logical,2KI 12:21,
Jehozabad_1:Joash_3:1833,1833,Jehozabad_1,killer,Joash_3,explicit,2KI 12:21,
Joash_3:Amaziah_1:1834,1834,Joash_3,father,Amaziah_1,logical,2KI 12:21,
Amaziah_1:Joash_3:1835,1835,Amaziah_1,son,Joash_3,explicit,2KI 12:21,
Jehoahaz_1:Joash_4:1836,1836,Jehoahaz_1,father,Joash_4,logical,2KI 13:9,
Joash_4:Jehoahaz_1:1837,1837,Joash_4,son,Jehoahaz_1,explicit,2KI 13:9,
Joash_4:Jeroboam_2:1838,1838,Joash_4,father,Jeroboam_2,logical,2KI 14:16,
Jeroboam_2:Joash_4:1839,1839,Jeroboam_2,son,Joash_4,explicit,2KI 14:16,
Jehoaddin_1:Amaziah_1:1840,1840,Jehoaddin_1,mother,Amaziah_1,explicit,2KI 14:2,
Amaziah_1:Jehoaddin_1:1841,1841,Amaziah_1,son,Jehoaddin_1,logical,2KI 14:2,
Amaziah_1:Azariah_3:1842,1842,Amaziah_1,father,Azariah_3,explicit,2KI 14:21,
Azariah_3:Amaziah_1:1843,1843,Azariah_3,son,Amaziah_1,logical,2KI 14:21,
Amittai_1:Jonah_1:1844,1844,Amittai_1,father,Jonah_1,logical,2KI 14:25,
Jonah_1:Amittai_1:1845,1845,Jonah_1,son,Amittai_1,explicit,2KI 14:25,
Jeroboam_2:Zechariah_1:1846,1846,Jeroboam_2,father,Zechariah_1,logical,2KI 14:29,
Zechariah_1:Jeroboam_2:1847,1847,Zechariah_1,son,Jeroboam_2,explicit,2KI 14:29,
Jecoliah_1:Azariah_3:1848,1848,Jecoliah_1,mother,Azariah_3,explicit,2KI 15:2,
Azariah_3:Jecoliah_1:1849,1849,Azariah_3,son,Jecoliah_1,logical,2KI 15:2,
Azariah_3:Jotham_2:1850,1850,Azariah_3,father,Jotham_2,logical,2KI 15:7,
